code,title,type
AIM204-S,Reimagining software with Bedrock agent powered middlewares (sponsored by Cybage Software),Lightning talk
SAS302,SaaS Anywhere meets GenAI: Building distributed AI multi-tenant environments,Workshop
NTA309,Sandbox Magic: No Spells Required,Workshop
AIM369,Scalable and resilient distributed AI with Ray on SageMaker HyperPod,Chalk talk
IND361,Scaling document intelligence: Advanced patterns with Amazon Bedrock,Chalk talk
AIM424,Scaling foundation model inference on Amazon SageMaker AI,Breakout session
COP333,Scaling open source observability stack feat. Warner Bros Discovery,Breakout session
IND3313,Secure in milliseconds: Visa's AI-powered fraud defense on AWS,Breakout session
IND324,Simplify fraud investigation with Strands Agents and Amazon Nova Sonic,Chalk talk
SMB206,Slickdeals' AI-powered deal discovery with Amazon Sagemaker,Lightning talk
IND326,Smart Machines: Maximizing Business Value with Generative AI,Chalk talk
SMB306,"Smart Security for SMBs: Combining AWS Tools, MCP, and AI",Builders' session
COP213-S,Solving the Cloud Privilege Problem at Scale: A Fiserv Case Study (sponsored by Sonrai Security),Lightning talk
DEV309,Start building with Q Developer CLI: Serverless full-stack in action,Code talk
AIM364,Streamline AI model development lifecycle with Amazon SageMaker AI,Breakout session
SAS303,Supercharge your SaaS with agentic insights,Builders' session
AIM418-S,The AI Discussion Control Plane: How Your Agentic Team Redefines Ops (sponsored by Edge Delta),Lightning talk
IND3315,Trading innovation: Jefferies' AI assistant on Amazon Bedrock ,Lightning talk
AIM365,Train high-performing AI models at scale on AWS,Breakout session
SAS304,Transforming from SaaS to multi-tenant agentic SaaS,Breakout session
NTA316,Transitioning VMware workloads: VMC-A to AWS EVS,Chalk talk
AIM368,Unifying AI/ML operations with SageMaker HyperPod and Amazon EKS,Chalk talk
NTA101,Unlock Innovation: A Guide to AWS Partner Products in AWS Marketplace,Breakout session
