code,title,type
MAM212,Re-defining customer experiences with SAP and Pan-Amazon Services,Breakout session
SEC101-S,Scale Customer Engagement with WhatsApp Business on AWS (sponsored by Meta),Breakout session
ISV309,Scaling Agentic AI in Multi-Tenant SaaS Environments,Chalk talk
API318,"Serverless Optimization: Balancing Cost, Throughput & Latency",Chalk talk
API309,Serverlesspresso: Build an event-driven application from the ground up,Workshop
API323,Simplifying orchestrations with JSONata and AWS Step Functions,Lightning talk
API321,Solving the Observability Mystery with AWS Step Functions,Code talk
CNS336,Telemetry forensics: Debugging event systems with metrics & traces,Builders' session
API101-S,The Federal Fast Lane: Deploying Mission Technology at Commercial Speed (sponsored by LMI),Lightning talk
API310,The Step Functions Workshop,Workshop
CNS337,Thinking Serverless,Chalk talk
OPN413,Transforming Apache Kafka into a Scalable Message Queue,Breakout session
API206-S,Transforming Supply Chains with Amazon Bedrock AgentCore (sponsored by Fujitsu),Lightning talk
API402,Understanding AWS Lambda event source mapping,Chalk talk
NTA101,Unlock Innovation: A Guide to AWS Partner Products in AWS Marketplace,Breakout session
API207,Using event-driven architectures to modernize legacy applications at scale,Breakout session
DAT318,Web3 + AI: Agents that mean business,Breakout session
CNS340,Write less code: Building applications with a serverless mindset,Builders' session
