code,title,type
INV210,Prompting the future: How the public sector turns barriers into breakthroughs,Innovation talk
IND383,Rapidly accelerate product development and launches with AI,Breakout session
IND3316,Real-time AI inference patterns: Lessons from production game workloads,Chalk talk
IND322,Redefining Operations: Caterpillar's Geospatial Intelligence Solution,Breakout session
SEC346-S,Reimagining SIEM architecture using AWS S3 Buckets (sponsored by Vega),Lightning talk
AIM204-S,Reimagining software with Bedrock agent powered middlewares (sponsored by Cybage Software),Lightning talk
IND372-S,Reinventing credit origination process through AI (sponsored by Cloudera),Lightning talk
IND101-S,Reliable AI at Scale: How Data + AI Observability Powers AI Products with AWS (sponsored by Monte Carlo),Lightning talk
IND367,Revolutionizing Audi's Welding Inspection System through AI,Breakout session
IND398,Rovio’s GenAI Journey: Game Asset Creation with AWS AI Stack,Breakout session
IND379,Run real-time advertising workloads with unmatched cost-performance on AWS,Breakout session
NTA309,Sandbox Magic: No Spells Required,Workshop
IND215-S,Scaling Data Transformation w/ dbt & Nasdaq: Unlocking Ent Power Global Mkts (sponsored by dbt Labs),Lightning talk
IND361,Scaling document intelligence: Advanced patterns with Amazon Bedrock,Chalk talk
IND362,Scaling enterprise data operations with Amazon SageMaker Unified Studio,Chalk talk
IND324,Simplify fraud investigation with Strands Agents and Amazon Nova Sonic,Chalk talk
IND325,Smart Clinical Documentation: Kiro & AWS HealthScribe,Builders' session
IND326,Smart Machines: Maximizing Business Value with Generative AI,Chalk talk
NTA319,Spreetail's AI Value Journey ,Breakout session
IND363,Stream 3D applications globally with Amazon GameLift Streams,Workshop
IND327,Sysco's Digital Transformation: Platform Engineering with Amazon Q,Chalk talk
AIM270-S,The AI-Powered EHR: Elation Health on AWS & Snowflake (sponsored by Snowflake),Lightning talk
API101-S,The Federal Fast Lane: Deploying Mission Technology at Commercial Speed (sponsored by LMI),Lightning talk
IND380,The Trade Desk optimizes media buying and ad experiences with AI on AWS,Breakout session
IND328,Transforming Additive Manufacturing with Agentic AI,Chalk talk
IND352,Transforming Integrated Diagnostics: Philips' AI Journey with AWS,Breakout session
AIM213-S,Transforming Lincoln Financials' Gen-AI powered CX with AWS & Deloitte (sponsored by Deloitte),Breakout session
IND405,Transforming Manufacturing Operations with Agentic Edge Gateways,Chalk talk
IND364,Transforming Service Operations with IoT and Gen AI,Builders' session
AIM349-S,UCLA’s AI Assistant: Reimagining Student Success with Kyndryl & AWS (sponsored by Kyndryl),Breakout session
IND329,Unified Namespace: Simplifying Manufacturing Data Integration,Chalk talk
IND365,Unifying data platforms for generative AI-ready financial systems,Chalk talk
IND330,Voice AI restaurant ordering platform powered by Amazon Nova Sonic,Chalk talk
IND332,Zero-Training Visual Defect Detection Using Amazon Nova,Workshop
