code,title,type
BIZ210-S,Driving Intelligent Project Portfolio Visibility with AWS + Smartsheet (sponsored by Smartsheet),Lightning talk
MAM219-S,Driving modernization using Mphasis’ Agentic AI framework (sponsored by Mphasis),Lightning talk
ISV316,Driving Profitable Growth with Generative AI: From Prompt to Product,Breakout session
AIM350-S,"Empowering innovation with integrity—Responsible AI for a smarter, safer future (sponsored by Kyndryl)",Breakout session
ANT203,Enabling AI innovation with Amazon SageMaker Unified Studio,Breakout session
WPS312,Enabling government to streamline and ensure healthcare coverage with data,Breakout session
MAM315,Enterprise software licensing and optimization on AWS,Breakout session
COP309,Establishing effective cost governance,Chalk talk
ARC321,Evaluating architectural trade-offs: Cloud patterns for flexibility,Breakout session
ANT101-S,"EverCommerce’s Secret to AI-Ready, Multi-Brand Data (sponsored by Fivetran)",Lightning talk
IND358,Experience T-Mobile's Digital Commerce in Action,Breakout session
PEX107,Fast Track to Growth: Leveraging Partner Programs & AWS Marketplace for success,Breakout session
IND317,Financial services multi-Region design patterns and best practices,Chalk talk
AIM268-S,FinOps 3.0: Cost Intelligence for the AI Era (sponsored by DoiT),Breakout session
COP211-S,FinOps+: A New Era of Accelerating Value (sponsored by Kion),Lightning talk
IND3318,FIS: High-performance instant payment processing at massive scale,Breakout session
AIM2200-S,Fit for purpose AI-led transformation (sponsored by Tata Consultancy Services),Breakout session
ANT208-S,From Agentic AI Demos to ROI: Path to Production With Confluent + AWS (sponsored by Confluent),Breakout session
API204-S,From AI Promise to KPI Impact: Connected Agents & Orchestration (sponsored by Workato),Lightning talk
AIM225-S,From Alert to Resolution: Supercharge AWS Ops with the Agentic AI SRE (sponsored by NeuBird AI),Lightning talk
COP204-S,From Backup to Live Data: Protecting and Unleashing Your Cloud Data (sponsored by Eon),Breakout session
AIM297-S,From Browser to Prompt: Building Infra for the Agentic Internet (sponsored by Kong),Breakout session
AIM344-S,From Cloud Modernization to Autonomous Enterprise: The Next Frontier (sponsored by Genpact),Breakout session
AIM269-S,From Confidently Wrong to Enterprise-Ready AI (sponsored by PromptQL),Lightning talk
AIM222-S,From Data to Action: Agentic-Powered Humanitarian Response (sponsored by Cloudera),Breakout session
SMB204,From Documents to Decisions: Unleashing AI-Powered Business Automation,Lightning talk
HMC203-S,From Ground to Cloud: CAE Innovates with AWS & Red Hat (sponsored by Red Hat),Breakout session
ARC204,From ideas to impact: Architecting with cloud best practices,Breakout session
ANT202-S,From Kitchen to Cloud: How Brinker Dishes Out Data-Driven Success (sponsored by Teradata),Lightning talk
IND214,From Lab to Market - AstraZeneca's Enterprise-Wide AI Success Story,Breakout session
CNS210,From monolith to microservices: Migrate and modernize with Amazon EKS,Breakout session
PEX310,From Motion to Meaning: AI-Powered Human Movement Analysis on AWS,Chalk talk
SEC212-S,Full Speed Ahead: Securing Innovation with Trend (sponsored by Trend Micro),Breakout session
CNS344,Generative and Agentic AI on Amazon EKS,Breakout session
ISV310,Global Growth: A Framework for Expanding into New Regions,Chalk talk
AIM226-S,Global infrastructure for foundation model inference (sponsored by Baseten),Lightning talk
BIZ217,Global tourism brand transforms customer service with Amazon Connect,Breakout session
AIM218-S,Harnessing AI and Zero Trust to Drive Secure Digital Transformation (sponsored by Zscaler),Breakout session
AIM241-S,Healthcare Transformed: Reimagining the Future with Generative AI (sponsored by PwC),Breakout session
AIM246-S,Hesitate and You’re History: Why You Need Agentic AI Right Now (sponsored by Qlik),Breakout session
WPS205,High Performance Computing for Mission-Ready Federal Workloads,Breakout session
AIM332,How Adobe & Salesforce Enable Sustainability initiatives with AWS CCFT,Breakout session
SEC409-S,How Arrivia Stopped a Data Theft Ring with Teramind (sponsored by Teramind),Breakout session
AIM347-S,How Baker Hughes is Driving Energy Innovation with AWS AI (sponsored by Baker Hughes),Lightning talk
SMB203,How Cires21 revolutionized advanced video workflows using AI on AWS,Lightning talk
AIM238-S,How Samsung Uses AI Agents to Optimize Infrastructure at Scale  (sponsored by Cast AI),Lightning talk
NTA320,How Zydus implemented regulated DR on AWS,Breakout session
AIM240-S,"Human Agency in AI: Balancing Automation, Oversight, and Innovation (sponsored by Boomi)",Breakout session
AIM205-S,Human-Centric AI: Avoiding the High Cost of Getting It Wrong in IT (sponsored by NinjaOne),Lightning talk
CMP328,Infrastructure Automation with Amazon Q CLI and EC2 Image Builder,Builders' session
ANT206,Innovations in SQL Analytics: What's new in Amazon Redshift and Amazon Athena,Breakout session
AIM221-S,Inside Alight’s AI-driven Expansion to Cloudera on AWS (sponsored by Cloudera),Breakout session
API315,Integration patterns for distributed systems,Breakout session
PEX306,Integration to impact: Accelerate AWS Partner revenue measurement,Breakout session
AIM275-S,Intelligent Outage Management Using Automated Reasoning and AI (sponsored by PwC),Lightning talk
AIM208-S,Lamborghini’s AI Journey: Data-Driven Innovation with Deloitte & AWS (sponsored by Deloitte),Breakout session
IND209-S,Leverage Graph Insights to Turbocharge Amazon Q (sponsored by Securiti AI),Lightning talk
NTA408,Logistics Agility: AWS Success Story ,Breakout session
MAM206,London Stock Exchange Group's transformation journey,Breakout session
IND3305,LSEG: Transforming market intelligence at massive scale,Breakout session
IND205,Making Level 4 Autonomous Networks a reality with British Telecom,Breakout session
SPS401,Manchester Airports Group: Scaling operations with Agentic AI & MCP,Breakout session
CMP332,Mastering EC2 Image Builder: From Basics to Advanced Techniques,Builders' session
ARC211,Mastering Root Cause Analysis: Rebuilding trust after outages,Breakout session
PEX106,Maximizing customer outcomes: AWS Partner Led Customer Success,Lightning talk
MAM325,Migrate generative AI workloads to Amazon Bedrock,Breakout session
PEX109,Migration & Modernization: How AWS Partners help customers transform,Lightning talk
CMP334,Modernize Apple platform development with AWS and EC2 Mac,Breakout session
MAM348,Modernize legacy ABAP code with Q Developer,Code talk
ANT317,Modernize your data warehouse by moving to Amazon Redshift,Breakout session
IND321,Modernizing Legacy Systems: Boeing's PLM Cloud Transformation,Breakout session
PEX112,Monetizing agentic AI solutions: A Partner's guide for AI agents & tools,Lightning talk
IND3303,Moody’s: Architecting a multi-agent system on AWS,Breakout session
MAM408,Move and improve at scale using AWS Transform,Workshop
IND359,Navigating multi-Region AWS database choices for financial services,Chalk talk
CNS417,Networking and observability strategies for Kubernetes,Breakout session
AIM298-S,Next-Generation Data Management — Insights at Scale with Agentic AI in Pharma (sponsored by ZS),Lightning talk
AIM105-S,Next level patient experiences with Amazon Connect powered by Kyndryl (sponsored by Kyndryl),Lightning talk
SPS314,Novartis's next-gen clinical platform enables AI drug development,Breakout session
ARC316,Operational excellence: Building resilient systems,Chalk talk
CMP336,Optimize Network and EBS intensive workloads on Amazon EC2 instances,Chalk talk
BIZ213,Petco unlocks agentic AI-powered customer service with Amazon Connect,Breakout session
MAM331,Platform engineering: How to build a developer platform on Amazon EKS,Workshop
COP215-S,Powering SRE Transformation for a Telco Major (sponsored by Tech Mahindra),Lightning talk
API102-S,Power multi-agent AI systems that truly transform enterprise workflows (sponsored by IBM),Breakout session
ARC328,Privacy-preserving AI primitives: Building blocks for regulated industries,Breakout session
MAM218-S,PwC & BMO: AI in Risk & Finance - Elevating MD&A to Treasury Insights (sponsored by PwC),Lightning talk
HMC104-S,Ready your enterprise for agents with AI-driven modernization (sponsored by IBM),Breakout session
IND212,Real-time Patient and Revenue Cycle Insights with Gen AI,Lightning talk
IND208,Reclaiming Clinical Time: How Veradigm Uses AI to Transform Workflows,Breakout session
MAM212,Re-defining customer experiences with SAP and Pan-Amazon Services,Breakout session
BIZ216,Redefining service excellence: Canada Life’s AI-powered contact center,Breakout session
IND211,Reimagining Healthcare Access with Amazon One's Biometric Innovation,Chalk talk
WPS203,Reimagining Public Sector with AWS Partner generative AI solutions,Lightning talk
AIM204-S,Reimagining software with Bedrock agent powered middlewares (sponsored by Cybage Software),Lightning talk
IND372-S,Reinventing credit origination process through AI (sponsored by Cloudera),Lightning talk
AIM299-S,Reinventing Pharma Document Workflows to Unlock Value at Scale with Agentic AI (sponsored by ZS),Lightning talk
AMZ307,Revolutionize media production: Field-ready cloud solutions,Lightning talk
IND367,Revolutionizing Audi's Welding Inspection System through AI,Breakout session
AIM286-S,Rivian & MongoDB: Powering the Future of Autonomous Driving (sponsored by MongoDB),Breakout session
AIM243-S,Run and Scale Agentic AI Applications in Production (sponsored by HashiCorp),Breakout session
SEC223-S,"Runtime + AI: Reinventing Cloud Security on AWS (sponsored by Upwind Security, Inc.)",Lightning talk
ISV317,Scale and Optimize your Solutions Globally with AWS Expansion Programs,Breakout session
MAM334,Scale modernization with agentic AI featuring Thomson Reuters,Breakout session
AIM209-S,Scaling AI with confidence: From proof of concept to production (sponsored by Dynatrace),Breakout session
IND215-S,Scaling Data Transformation w/ dbt & Nasdaq: Unlocking Ent Power Global Mkts (sponsored by dbt Labs),Lightning talk
SEC216-S,"Seamless Network-based Fraud Protection for FinTech & Digital Business (sponsored by Vonage, Part of Ericsson)",Lightning talk
AIM271-S,Secure AI Agent Access for Workflows on AWS Bedrock with 1Password (sponsored by 1PASSWORD),Lightning talk
WPS317,Secure AI Agents Delivering Efficiency in Regulated Industries,Breakout session
AIM106-S,Securing the AI Era: From Hype to Real-World Defense (sponsored by Zscaler),Breakout session
CMP342,Security Compliance & Hardening with EC2 Image Builder,Chalk talk
AIM283-S,ServiceNow and AWS: Powering AI-driven workflows on the cloud built to scale (sponsored by ServiceNow),Breakout session
MAM107,Simplify discovery and deployment of software with AWS Marketplace,Lightning talk
CNS354,Simplify your Kubernetes journey with Amazon EKS,Breakout session
NTA202,Siteimprove: Revolutionizing Brand Consistency with AI and Amazon Nova,Breakout session
WPS309,"Smart Alerts, Smarter Workflows: The Amazon Connect Edge",Builders' session
BIZ211,So Energy streamlines customer service with AI-powered automation,Breakout session
PEX110,Solution-based selling strategies in AWS Marketplace,Lightning talk
CMP344,Speed up Apple application builds with CI/CD pipelines using EC2 Mac,Chalk talk
MAM336,Streamline web app deployment with gen AI and AWS Elastic Beanstalk,Workshop
CMP346,Supercharge ML and Inference on Apple Silicon with EC2 Mac,Code talk
ARC101-S,Supercharge your data insights with the Cisco Data Fabric (sponsored by Splunk),Breakout session
COP332-S,The Digital Supply Chain Is Broken. Can AI Fix It? (sponsored by Files.com),Lightning talk
API101-S,The Federal Fast Lane: Deploying Mission Technology at Commercial Speed (sponsored by LMI),Lightning talk
CNS205,The future of Kubernetes on AWS,Breakout session
AIM3322-S,The Great ReImagining: Thriving in the Age of AI Agents (sponsored by Kore.ai),Lightning talk
MAM337,The New York Times: From Google Cloud Platform to AWS,Breakout session
AIM123-S,The Zero Migration Path from Data to Enterprise Agentic AI (sponsored by Trianz I Concierto),Lightning talk
IND3315,Trading innovation: Jefferies' AI assistant on Amazon Bedrock ,Lightning talk
BIZ214,Traeger accelerates contact center agent productivity with agentic AI,Breakout session
AIM120-S,Transforming Banking: NatWest's Journey to Enhanced Customer Experience (sponsored by Accenture),Breakout session
BIZ220,Transforming contact centers in financial services with Amazon Connect,Breakout session
IND210,Transforming Healthcare Payor Operations: AWS-TriZetto Success Story,Lightning talk
AIM213-S,Transforming Lincoln Financials' Gen-AI powered CX with AWS & Deloitte (sponsored by Deloitte),Breakout session
MAM214,Transforming SAP with AWS AI services to drive innovation,Breakout session
MAM207,Turbocharge the mainframe to cloud journey with AWS Transform's agentic AI,Breakout session
MAM211-S,Turning Complexity into Effortless CX with Amazon Connect (sponsored by NTT DATA),Breakout session
ANT339,Turn unstructured data in Amazon S3 into AI-ready assets with SageMaker Catalog,Breakout session
AIM349-S,UCLA’s AI Assistant: Reimagining Student Success with Kyndryl & AWS (sponsored by Kyndryl),Breakout session
BIZ218,UC San Diego Health modernizes patient engagement with Amazon Connect,Breakout session
CNS429,Under the hood: Architecting Amazon EKS for scale and performance,Breakout session
AIM210-S,"Unifying AWS observability, logs, and traces with Dynatrace (sponsored by Dynatrace)",Breakout session
AIM216-S,"United Airlines, Deloitte & AWS GenAI-Powered Mainframe Emulator (sponsored by Deloitte)",Breakout session
CMP352,Unlock Cost Efficiency with AWS Graviton Savings Dashboard,Lightning talk
MAM213,Unlocking business value by integrating SAP and non-SAP data sources,Breakout session
AIM101-S,Unlocking Enterprise Resilience: AI and Automation in Action (sponsored by PagerDuty),Breakout session
ANT313-S,"Unlocking GenAI potential with automated modernization to AWS  (sponsored by Impetus Technologies, Inc.)",Lightning talk
COP345,Using AI to bridge the multicloud skills gap in IT operations,Lightning talk
ARC315,Using generative AI to automate architectural guidance,Chalk talk
DAT203-S,What Database Would Your AI Agents Choose -  Escape the Frankenstack (sponsored by SingleStore),Lightning talk
COP202,What's new in AWS cost Optimization,Breakout session
MAM209,Why customers choose AWS as their transformation partner for SAP,Breakout session
AIM112-S,Work AI that Works: Real Stories & Outcomes of Agentic AI  (sponsored by Glean),Breakout session
SEC211-S,Zero Trust for Agentic Systems: Managing Non-Human Identities at Scale (sponsored by HashiCorp),Breakout session
