code,title,type
DAT103-S,Driving AI Innovation at the Enterprise Level with MDB Atlas (sponsored by MongoDB),Lightning talk
IND316,Driving Autonomous Operations with Data Sharing and Agentic AI,Chalk talk
AIM410,Efficient AI model customization for agentic workflows,Builders' session
AIM351,End-to-end foundation model lifecycle on AWS Trainium,Breakout session
ANT336,Enterprise-scale ETL optimization for Apache Spark,Breakout session
TNC312,Explore Advanced features of Amazon Aurora PostgreSQL,Interactive training
ANT308,Explore what’s new in data and AI governance with SageMaker Catalog,Breakout session
IND3323,Fidelity Investments: Text-to-SQL for data analytics at enterprise scale,Lightning talk
IND376,Financial services LLMOps: Scaling pilots to production ,Chalk talk
AIM318,Fine-tune Hugging Face LLMs on AWS Trainium with Amazon Sagemaker,Builders' session
IND392,Fine-tuning models for accuracy and latency at Robinhood Markets,Breakout session
AIM279-S,FINRA: Accelerate Massive Data Processing with NVIDIA on AWS EMR (sponsored by NVIDIA),Lightning talk
IND306,From Bytes to Bench: Best practices for life science research agents,Workshop
BIZ209-S,From Data Chaos to AI Magic: Supercharging Customer Experience (sponsored by Treasure Data),Lightning talk
AIM222-S,From Data to Action: Agentic-Powered Humanitarian Response (sponsored by Cloudera),Breakout session
IND3306,From fragmented to unified platform: Rocket Companies data and AI journey ,Breakout session
IND214,From Lab to Market - AstraZeneca's Enterprise-Wide AI Success Story,Breakout session
WPS402,From manual to AI: Transforming Brazil's national exam at scale,Chalk talk
PEX310,From Motion to Meaning: AI-Powered Human Movement Analysis on AWS,Chalk talk
AIM3323,From principles to practice: Scaling AI responsibly with Indeed,Breakout session
INV501,Frontier Model Safety in Practice: Amazon Nova Risk Evaluation,Chalk talk
ANT409,Getting hands on with zero-ETL and data federation,Builders' session
AIM354,"GPU resource optimization on AWS: MIG, KAI, and Run:AI scheduling strategies",Chalk talk
IND3321,How Allianz designed AIOps at enterprise scale,Breakout session
AIM252,How customers build AI at scale with AWS AI infrastructure,Breakout session
IND3300,How Stripe built a foundation model for fraud detection on AWS,Breakout session
IND320,How Toyota Built an AI Platform that Revolutionizes the Dealer Experience,Breakout session
SPS321,How Yahoo! Finance built research multi-agent systems with Gen AI,Breakout session
CMP340,HPC at Scale: From Robot Learning to Scientific Insights on AWS,Breakout session
ANT303, Implement data pipelines for analytics using SageMaker Unified Studio,Chalk talk
CNS348,Implement distributed inference with Amazon ECS,Chalk talk
IND404,Improve Manufacturing Production Planning with Amazon SageMaker,Workshop
AIM320,Inference on AWS Trainium and Amazon EKS using vLLM,Workshop
ANT206,Innovations in SQL Analytics: What's new in Amazon Redshift and Amazon Athena,Breakout session
AIM221-S,Inside Alight’s AI-driven Expansion to Cloudera on AWS (sponsored by Cloudera),Breakout session
ANT410,Integrate and orchestrate data workflows with AWS Glue & managed Apache Airflow,Builders' session
AIM358-S,Intelligent vs. Knowledgeable Models through the Lens of Data (sponsored by Bright Data),Lightning talk
CMP327,JPMC and Amazon Advanced Solutions Lab drive quantum R&D on Braket,Breakout session
INV506,Known Unknowns: Bayesian Multi-Path Framework for Uncertainty in LLMs,Chalk talk
INV508,LLMs Reflecting on Reasoning: A Probabilistic VC-Theory Approach,Chalk talk
ANT411,Low-cost logging and observability with Amazon OpenSearch Service,Workshop
SPS401,Manchester Airports Group: Scaling operations with Agentic AI & MCP,Breakout session
AIM272,Master AI model development with Amazon SageMaker AI,Breakout session
ANT326,Mastering data transformations with Amazon Athena,Chalk talk
AIM412,Mastering foundation model customization with Amazon SageMaker AI,Workshop
AIM3321,Mastering LLM inference on Amazon  SageMaker AI,Chalk talk
ANT323,"Mastering materialized views: tips for fast, low-latency queries in Redshift",Chalk talk
AIM356,Master post-training workflows for foundation models on AWS Trainium,Chalk talk
AIM245-S,Memory Design for AI Agents (sponsored by MongoDB),Workshop
MAM325,Migrate generative AI workloads to Amazon Bedrock,Breakout session
AIM322,Model governance at scale with SageMaker AI,Workshop
MAM326,Modernize your analytics and AI for SAP with AWS,Chalk talk
NTA311,Modernizing Document Processing,Chalk talk
MAM327,Modernizing enterprise systems with event-driven AI,Breakout session
IND218-S,Modernizing Mercedes-Benz’s Global Ordering System with Gen AI (sponsored by Capgemini),Breakout session
ANT102-S,Modernizing Wealth Management with Cloud + AI Use Cases (sponsored by Incedo Inc),Lightning talk
PEX311,Multimodal Video Understanding AI at Scale with Amazon Bedrock,Workshop
NTA304,Multi-Tenant ETL: Consolidate SaaS Data,Builders' session
INV517,Neurosymbolic AI integration in LLMs to enhance reasoning,Chalk talk
AIM323,Next-gen AI: Scaling distributed GPU inference with NVIDIA on AWS,Builders' session
AIM298-S,Next-Generation Data Management — Insights at Scale with Agentic AI in Pharma (sponsored by ZS),Lightning talk
NTA307,NLP to SQL: Data Access with Amazon Nova,Builders' session
AIM366,Optimize AI infrastructure performance with SageMaker HyperPod,Chalk talk
API203,Optimize data processing with built-in AWS Step Functions features,Chalk talk
ANT319,Optimizing Apache Spark workloads with AWS  Data Processing,Chalk talk
AIM414,Performance engineering on Neuron: How to optimize your LLM with NKI,Code talk
ANT310,Powering your Agentic AI experience with AWS Streaming and Messaging,Breakout session
ANT412,Power streaming analytics on AWS with AI-driven insights,Workshop
CMP338,Protect privacy in GenAI applications using AWS Confidential computing,Workshop
CMP204,Quantum Computing: Accelerating Pharma Innovation,Chalk talk
CMP205,Quantum Solutions Driving Enterprise Value: From Security to Finance,Chalk talk
IND383,Rapidly accelerate product development and launches with AI,Breakout session
AIM360,Red teaming LLMs: Defence techniques for generative AI applications,Chalk talk
IND372-S,Reinventing credit origination process through AI (sponsored by Cloudera),Lightning talk
MAM333,SAP analytics modernization: Zero ETL to AI-driven insights with AWS,Workshop
AIM369,Scalable and resilient distributed AI with Ray on SageMaker HyperPod,Chalk talk
AIM387,Scale AI and agentic workflows with Amazon SageMaker AI,Breakout session
ANT414,Scale intelligent analytics with Amazon Redshift multi-cluster architectures,Workshop
ISV309,Scaling Agentic AI in Multi-Tenant SaaS Environments,Chalk talk
ANT318,Scaling Amazon Redshift with a multi-warehouse architecture,Breakout session
AIM424,Scaling foundation model inference on Amazon SageMaker AI,Breakout session
CMP410,Secure Generative AI using trusted execution environments,Builders' session
SEC225-S,Securing data for your AI workloads with tokenization (sponsored by Capital One),Breakout session
CNS420,"Shuffle, Scale, Succeed: Optimizing Spark Performance on Amazon EKS",Chalk talk
ANT417,Simplifying data interoperability with the lakehouse architecture on AWS,Workshop
ANT416,Solve complex data and AI governance challenges with Amazon SageMaker Catalog,Workshop
AIM411,Streamline agent development using Amazon SageMaker AI with MLflow 3.0,Workshop
AIM364,Streamline AI model development lifecycle with Amazon SageMaker AI,Breakout session
AIM352,Streamlining vLLM deployment for production with AWS DLCs on EKS,Chalk talk
ANT320,Strengthening security for Apache Spark workloads,Chalk talk
AIM333,Sustainable and cost-efficient generative AI with agentic workflows,Breakout session
AIM417,Sustainable computing for climate solutions,Breakout session
DAT443,Symbolic AI in the age of LLMs,Breakout session
AIM270-S,The AI-Powered EHR: Elation Health on AWS & Snowflake (sponsored by Snowflake),Lightning talk
INV512,The hidden engineering behind foundation model building,Chalk talk
INV513,The Mirage of Benchmarks: Foundations of LLM Evaluation Reliability,Chalk talk
AIM3317-S,The Next Frontier in Financial Systems: Transformer-based Foundation Models (sponsored by NVIDIA),Breakout session
ANT321,Top 10 tips to improve query performance in Amazon Redshift,Chalk talk
AIM365,Train high-performing AI models at scale on AWS,Breakout session
AIM368,Unifying AI/ML operations with SageMaker HyperPod and Amazon EKS,Chalk talk
IND365,Unifying data platforms for generative AI-ready financial systems,Chalk talk
ANT418,Unleash Apache Kafka's elasticity and cost-efficiency with Amazon MSK,Workshop
ISV307,Unlock New Business by Removing Data Silos with Zero-Copy ,Chalk talk
ANT413,Upgrade Amazon DataZone to Amazon SageMaker Catalog for analytics and AI,Chalk talk
SPS313,Volkswagen Group's custom GenAI models for global brand consistency,Breakout session
ANT205-S,Warner Music Group: Apache Iceberg on AWS & Snowflake (sponsored by Snowflake),Breakout session
ANT201,"What’s new in search, observability, and vector databases with OpenSearch",Breakout session
AIM264-S,Your AI Agent Is Expensive and Wrong (Let's Fix Both) (sponsored by Databricks),Breakout session
