code,title,type
PEX202,Agentic AI's new generation of Industry and Line of Business solutions,Breakout session
PEX301,Agentic AI Solutions for Financial Services & Insurance with AWS,Breakout session
AIM342-S,Agentic AI: The Next Frontier of Cloud Intelligence (sponsored by Atos),Lightning talk
IND304,Agentic video summarization for autonomous content creation at scale,Chalk talk
OPN410,Agentic Workflows: How Salesforce Manages 1000+ Clusters,Breakout session
IND334,Agent in an hour: Build an agentic app with Strands Agents and MCP,Builders' session
AIM217-S,Agents Assemble! The Power of AI Tools That Work Together (sponsored by New Relic),Breakout session
IND412,Agents for Energy : Accelerate renewable asset planning with agentic workflows,Workshop
AIM3312,Agents that remember: Implementing context with AgentCore Memory,Breakout session
AIM3316-S,Agents & Tool Use at the Frontier: Building Autonomous Systems w/ Claude on AWS (sponsored by Anthropic),Breakout session
DEV335,AgentVision: Multi-Agent Frameworks for Esports Video Understanding,Chalk talk
TNC319,AI Agent Development with Strands Agents SDK,Bootcamp
IND407,AI Agents for deploying telco network workloads on AWS: MCP-powered Framework,Builders' session
IND3310,AI Agents framework for 5G RAN network operations powered by AWS,Chalk talk
IND305,AI Agents in Manufacturing: Building Intelligent Data Workflows,Chalk talk
AIM115-S,"AI, Cloud & Public Sector Transformation: PwC & AWS Driving Change Now (sponsored by PwC)",Lightning talk
GBL201,AI-Driven Operations: Scaling Observability and Cost Optimization,Breakout session
GBL205,AI in Action: How Companies Unlock Global Value & Fuel Growth,Breakout session
IND397,AI-Powered Content Compliance: Media Rating Automation with Nova,Chalk talk
ARC302,AI-powered Well-Architected reviews: Building automated governance,Builders' session
PEX405,AI That Remembers: Building Memory Systems for AI Agents,Workshop
DVT103-S,AI transforms development: Lessons from CircleCI's journey with AWS (sponsored by CircleCI),Lightning talk
SNR307,A leaders guide to advanced team structures in an agentic world ,Breakout session
SNR202,A leaders guide to data strategy in the era of agentic AI ,Breakout session
AIM247-S,"All Power, No Pain: Scale Agentic AI Apps in an Open Lakehouse (sponsored by Qlik)",Lightning talk
IND336,Amazon Bedrock AgentCore & MCP for Automated Telecom Service Assurance,Builders' session
TNC322,Amazon Bedrock Agents: Features and Design Patterns,Breakout session
AIM203-S,An Alliance for Our Times: Building the Next Frontier of Cancer Research (sponsored by Deloitte),Breakout session
DAT316,Analyze blockchain data with Amazon Bedrock AgentCore,Builders' session
BIZ212,Anthology boosts contact center efficiency with AI,Breakout session
OPN401,An unexpected journey building AWS MCP Servers,Breakout session
ARC335,Architecting AI solutions for mission-critical systems with UK MetOffice,Breakout session
AIM335,Architecting circular systems with generative AI on AWS,Chalk talk
AIM255,Architecting for sustainable IT at scale,Lightning talk
IND307,Architecting Intelligent Supply Chains with Multi-Agent Orchestration,Chalk talk
IND374,Architecting multi-agent systems: Patterns in financial services,Chalk talk
HMC210,Architecting multicloud solutions from data mesh to generative AI,Breakout session
MAM307,Architecting real-time data pipeline modernization with Generative AI,Chalk talk
MAM221-S,Architecting Trusted GenAI and Agentic Experiences in Financial Services (sponsored by Coveo),Lightning talk
STG303,Architecting vector-driven AI applications with Amazon S3 Vectors,Builders' session
IND301,Architect petabyte-scale observability with OpenSearch and Amazon Q,Chalk talk
ARC306,Architecture diagrams with generative AI: Leveraging AI agents,Builders' session
CNS303,Architecture patterns for MLOps on Amazon EKS,Chalk talk
AIM367,A strategic guide to AWS compute options for your AI/ML workload,Chalk talk
SPS201,Autodesk's ML Inference Optimization: Leveraging AWS AI Chips,Breakout session
COP303,Automate disaster recovery playbooks using generative AI,Builders' session
IND384,Automate insights and drive innovation with cloud and AI solutions,Breakout session
IND339,Automate Inventory Rebalancing on AWS with Agentic AI,Builders' session
IND393,Automating Amazon Fulfillment Center Operations with Generative AI,Breakout session
MAM342,Automating enterprise-scale code modernization with agentic AI,Breakout session
AIM405,Automating LLM evaluation at scale: MLOps for continuous improvement,Workshop
AIM420,Automating LLM fine-tuning with multi-agentic orchestration,Chalk talk
IND337,Auto ML Pipeline for Custom Telco Language Models in Amazon Connect,Workshop
BIZ101-S,Autonomous Enterprise: Redefining the Future of Business with AI (sponsored by Digitate),Lightning talk
IND340,Autonomous Live-Ops: AI Agents for Dynamic Gaming Experiences,Workshop
HMC211-S,AWS and Oracle: Transforming Healthcare (sponsored by Oracle),Lightning talk
DAT210-S,AWS and Oracle: Transforming Healthcare (sponsored by Oracle),Lightning talk
GHJ305,AWS GameDay: Agentic AI ft. Dynatrace,Gamified learning
GHJ306,AWS GameDay: AI-Assisted Developer Experience ft. New Relic,Gamified learning
PEX108,AWS Generative AI Innovation Center driving enterprise success with AWS Partners,Lightning talk
GHJ301,AWS Jam: Generative AI - Sponsored by Nvidia,Gamified learning
HMC202,AWS wherever you need it: From the cloud to the edge,Breakout session
AIM3304,"Balance cost, performance & reliability for AI at enterprise scale",Breakout session
IND341,Behind the curtain: Generative AI observability in financial services,Chalk talk
MAM344,Best practices for performing custom code transformation with agentic AI,Code talk
AIM284-S,Beyond a Chatbot: How to Build Intelligent Agent Memory (sponsored by MongoDB),Breakout session
GBL302,Beyond Fine-Tuning: Agentic AI for HFT Quantitative Analytics ,Lightning talk
AIM3303,Beyond short interactions: Building long running agents with AgentCore,Chalk talk
AIM231-S,Beyond the Hype: Delivering Measurable ROI with Generative AI on AWS (sponsored by CDW),Lightning talk
DAT202-S,Beyond Vector Search: Ultra-Resilient GenAI Apps with AWS Bedrock (sponsored by YugabyteDB),Lightning talk
AIM330,Beyond vibe testing: Productionalizing mission-driven genAI workloads,Chalk talk
EUC206,Break down AI barriers with AWS Wickr and Amazon Bedrock,Chalk talk
IND309,Breaking Down Silos: Multi-Agent Architecture for Media Operations,Chalk talk
MAM402,Breaking the legacy barrier: How AI is revolutionizing modernization,Breakout session
AIM201,Break through AI performance and cost barriers with AWS Trainium,Breakout session
AIM394,Bridging the POC to production gap: An introduction to AgentCore,Breakout session
CNS305,Bring the power of Amazon EKS to your on-premises applications,Builders' session
AIM224-S,Browser Power: Building MCP Tools That Do Real Work (sponsored by Cloudflare),Lightning talk
DAT428,Build a cost-effective RAG-based gen AI application with Amazon Aurora,Chalk talk
ANT329,Build Advanced AI-powered Search with OpenSearch MCP and Vectors,Chalk talk
ANT314,"Build Advanced Enterprise Search with Vector, Hybrid, and AI Techniques ",Breakout session
ANT327-S,Build a GenAI Race Tracker With Confluent & AWS Bedrock in <60 Min  (sponsored by Confluent),Breakout session
DAT406,Build agentic AI–powered search with Amazon Aurora and Amazon RDS,Workshop
IND310,Build Agentic AI Solutions for Industrial Predictive Maintenance,Workshop
AIM3311,Build agentic workflows on AWS with third-party agents and tools,Breakout session
AIM406,Build agentic workflows with Small Language Models and SageMaker AI,Workshop
AIM341,Build agents with Amazon Bedrock AgentCore & Strands Agents,Workshop
IND385,Build AI agents: A scalable framework using Strands and Amazon Bedrock AgentCore,Chalk talk
AIM392,Build AI apps faster and at scale using Amazon Bedrock APIs,Chalk talk
IND411,Build AI Commerce Media Agents: Audience Discovery & Campaign Performance,Builders' session
CNS358,"Build AI-powered developer experiences with MCP on ECS, EKS and Lambda",Breakout session
AIM382,Build AI your way with Amazon Nova customization,Breakout session
IND342,Build a multi-agent financial research assistant with Amazon Bedrock,Workshop
DEV330,Build a multi-agent role-playing Game Master with Strands Agents,Code talk
SMB309,Build an Agent Factory: An Agent that can Create any Agent On-Demand,Code talk
ANT304,Build an AI-ready data foundation,Breakout session
HMC403,Build and optimize edge architecture for resiliency with AI,Code talk
AIM310,Build a well-architected foundation for scaling generative AI and agentic apps,Breakout session
STG305,"Build fast, scalable infrastructure for AI/ML with AWS storage",Workshop
AIM371,"Build, fine-tune & deploy AI models with SageMaker HyperPod CLI & SDK",Code talk
NTA317,Build GenAI Apps with Anywhere Data,Chalk talk
API304,Build GenAI-Powered Workflows with Step Functions and AWS AI Services,Builders' session
HMC308,Build generative and agentic AI applications on-premises and at the edge,Breakout session
ANT344,"Build, govern, and share Amazon QuickSight dashboards with Amazon SageMaker",Breakout session
IND403,Build Humanoid Intelligence: Advancing Physical AI with AWS and NVIDIA,Chalk talk
AIM399,Building A2A-enabled applications with Strands Agents,Chalk talk
AIM273-S,Building a Cloud-Native Risk Decisioning Platform for Resilience (sponsored by PwC),Breakout session
OPN303,Building agentic AI platform engineering solutions with open source,Breakout session
AIM239-S,Building Agentic Enterprise Workflows with Informatica & AWS (sponsored by Informatica),Breakout session
DAT319,Building agentic memory layers on AWS managed databases,Breakout session
IND409,Building Agentic Smart home with Generative AI,Workshop
AIM307,Building agentic systems with Hugging Face and AWS AI chips,Chalk talk
COP405,Building agentic workflows for augmented observability,Code talk
NTA405,"Building AI Agents with Serverless, Strands, and MCP",Code talk
AIM256,Building an AI-powered waste classification using Amazon Nova & IoT,Lightning talk
AMZ305,Building and managing conversational AI at scale: lessons from Alexa+,Breakout session
AIM370,Building and tracing AI agents with Amazon SageMaker and Strands,Chalk talk
ISV312,Building Context-Rich Data Agents for SaaS with Amazon Bedrock,Chalk talk
ISV402, Building Customizable AI Agents: A Fast-Track Guide for ISVs,Builders' session
IND391,Building Data Products and AI for Electric Vehicles,Chalk talk
PEX302,Building enterprise-grade Agentic AI factory,Breakout session
AIM290-S,"Building Fast, Cost-Efficient, Sovereign Inference Platforms on AWS w/Intel CPUs (sponsored by Intel)",Breakout session
ARC201, Building generative AI-powered full-stack applications,Workshop
AIM397,Building governed agents: Human-in-the-loop with AgentCore and Strands,Chalk talk
ANT332,Building high-quality data products for AI Agents,Chalk talk
AIM309,Building LLMs with Amazon SageMaker HyperPod and AWS Trainium,Workshop
ANT324,"Building Pipelines for Analytics, ML and AI in Amazon Sagemaker Unified Studio",Chalk talk
IND345,Building privacy-aware generative AI applications in financial services,Chalk talk
PEX404,Building Production-Ready AI Applications with Amazon Bedrock,Chalk talk
IND3302,Building Prudential’s microagent platform with MCP and A2A on AWS,Breakout session
AIM282-S,Building Scalable Agentic AI Solutions with AWS (sponsored by Capital One),Breakout session
AIM375,Building scalable applications with text and multimodal understanding,Breakout session
STG321,Building serverless vector applications with Amazon S3 Vectors,Chalk talk
SPS322,Building smarter AI coding assistants: real-world implementation guide,Code talk
AIM390,Building tomorrow's AI applications at scale with Amazon Bedrock,Breakout session
OPN304,Building Trust in AI Agents: Automated Evaluation at Scale,Chalk talk
IND346,Building vertical AI agent blueprints in financial services,Chalk talk
ARC305,Building Well-Architected solutions: A generative AI approach,Builders' session
IND319,Build Intelligent Media Workflows with Agentic AI,Workshop
API205-S,"Build, manage and govern AI agents from one place (sponsored by IBM)",Lightning talk
AIM383,Build more effective agents through model customization,Breakout session
DEV332,Build multi-modal AI agents with Strands Agents and Amazon S3 Vectors,Code talk
AIM324,Build production-ready AI solutions with Claude in Amazon Bedrock,Workshop
DVT307,Build real-time applications AWS Amplify,Workshop
DEV310,Build real-time full-stack Generative AI applications,Code talk
AIM306,Build reliable agents: Real-time insights with AgentCore Observability,Builders' session
CMP403,"Build, Scale, and Optimize Agentic AI on CPUs with AWS Graviton",Workshop
DAT314,Build serverless chatbots using Amazon ElastiCache & Aurora PostgreSQL,Breakout session
IND312,Build Streaming Analytics Dashboards in Minutes with Amazon Q Developer,Builders' session
ANT341,Build trust in AI with end-to-end data lineage in Amazon SageMaker Catalog,Chalk talk
AIM303, Build trustworthy AI applications with Amazon Bedrock Guardrails,Workshop
AIM372,"Build useful, reliable agents with Amazon Nova",Breakout session
IND343,Build your own AI-Driven Industrial Automation System with Agentic AI,Builders' session
STG307,Build your own GenAI app on Amazon EKS with Amazon FSx and accelerated compute,Workshop
AIM419,Build your own high performance kernel on AWS Trainium with NKI,Chalk talk
BIZ219,Caesars personalizes guest service at scale with AI-powered Amazon Connect,Breakout session
INV516,Can your model keep a secret? How to measure the privacy of your model,Chalk talk
WPS202,Chaos & Continuity: Using Gen AI to improve humanitarian workload resilience,Lightning talk
AIM3300,Collaborate at scale: Architecting multi-agent systems with AgentCore,Chalk talk
IND347,Combat financial document fraud with a multi-agent system,Workshop
SPS310,Commonwealth Bank of Australia reimagines modernization via agentic AI,Breakout session
AIM312,Compact yet powerful: Exploring model distillation with AWS Trainium,Builders' session
AIM407,Cost-efficient AI model scaling with Amazon EKS on SageMaker HyperPod,Workshop
AIM292-S,Cracking the SMB Code: AI Sales That Redefine Travel Growth (sponsored by ZS),Lightning talk
BIZ302,Create advanced self-service experiences with Amazon Connect,Workshop
AIM374,Create hyper-personalized voice interactions with Amazon Nova Sonic,Breakout session
AIM377,Create voice-first applications with Amazon Nova Sonic,Chalk talk
CMP208-S,Customer Insights: Scaling Real-World AI with AMD on AWS (sponsored by AMD),Breakout session
AIM385,Customize Amazon Nova in Amazon SageMaker AI for your business needs,Chalk talk
PEX313,Customize Amazon Nova models for Agentic AI with SageMaker & Bedrock ,Workshop
AIM380,Customize Amazon Nova models for enhanced tool calling,Code talk
AIM386,Customize foundation models using Amazon SageMaker AI,Chalk talk
AIM3315,Customize GPT-OSS models on Amazon SageMaker AI for improved accuracy,Chalk talk
AIM363,Customize & scale foundation models using Amazon SageMaker AI,Breakout session
BIZ303,Data-driven contact centers: Maximizing Amazon Connect analytics,Chalk talk
ANT328,Data Processing architectures for building AI solutions,Breakout session
AIM315,Debug LLM bottlenecks with NVIDIA Nsight,Workshop
AIM3314,"Debug, trace, improve: Observability for agentic applications",Chalk talk
DAT441,Deep dive into Amazon Aurora and its innovations,Breakout session
ANT340,Deep dive into data processing in SageMaker Unified Studio,Chalk talk
AIM384,Delighting Slack users safely and quickly with Amazon Nova and Bedrock,Breakout session
AIM3305,"Deliver a smarter, faster, and a more accurate agentic RAG system",Breakout session
CMP317,Demystify attestation: Cryptographically verify execution environment,Code talk
TNC318,Deploy Agentic AI Application with Strands and MCP on Amazon EKS,Interactive training
PEX401,Deploying Intelligent Agent Systems with MCP,Builders' session
AIM355,Deploying LLMs at scale with vLLM on AWS AI chips,Chalk talk
AIM3319,Deploy LLMs at scale with vLLM Deep Learning Containers and AI agents,Chalk talk
CNS314,Deploy multi-agent AI on Amazon EKS,Builders' session
IND351,Design a multi-expert system for fraud investigation with AI agents,Chalk talk
AIM421,Design and deploy custom guardrails for AI applications,Chalk talk
ANT330,Design and Implement Agentic AI Observability with OpenSearch,Chalk talk
DEV316,Designing local Generative AI inference with AWS IoT Greengrass,Breakout session
DVT102-S,Designing with Agents: A Playbook for Enterprise Engineering Leaders (sponsored by Windsurf),Breakout session
AIM408,Detect and mitigating hallucinations: A hands-on responsible AI workshop,Workshop
TNC315,Develop AI Agents and Flow Apps on Amazon SageMaker Unified Studio,Interactive training
AIM388,Develop AI Agents faster with Amazon SageMaker Studio and AgentCore,Breakout session
AIM381,Develop AI Agents faster with Amazon SageMaker AI & Bedrock AgentCore,Breakout session
HMC311,Developing end-to-end SLM pipelines from the cloud to the edge,Chalk talk
ANT207,Develop with natural language and agentic AI in Amazon SageMaker Unified Studio,Chalk talk
IND314,DevOps Meets Broadcast: Build Your Own Multi-Camera Broadcast Solution,Workshop
AIM353,Distributed inference on AWS: Deep dive into inference optimizations,Chalk talk
AIM409,Distributed training at scale with Slurm on Amazon SageMaker HyperPod,Workshop
AIM261-S,Dive into Poolside: AI Models for Today’s Enterprise Software Teams (sponsored by poolside),Breakout session
IND353, Documents to decisions: AI-powered underwriting with Amazon Bedrock,Builders' session
MAM314,Domain driven microservices design with Amazon Bedrock and Amazon Q,Chalk talk
AIM285-S,DraftKings & MongoDB: Supercharging Engineering with AI (sponsored by MongoDB),Breakout session
IND3307,Drive Supply Chain Innovation Using AWS Cloud and AI Solutions,Breakout session
AIM234-S,Drive trusted AI outcomes with governance and accurate data (sponsored by IBM),Lightning talk
DAT103-S,Driving AI Innovation at the Enterprise Level with MDB Atlas (sponsored by MongoDB),Lightning talk
BIZ210-S,Driving Intelligent Project Portfolio Visibility with AWS + Smartsheet (sponsored by Smartsheet),Lightning talk
ISV316,Driving Profitable Growth with Generative AI: From Prompt to Product,Breakout session
AIM410,Efficient AI model customization for agentic workflows,Builders' session
IND406,Embedded Software Development in the Agentic AI Era,Builders' session
AIM350-S,"Empowering innovation with integrity—Responsible AI for a smarter, safer future (sponsored by Kyndryl)",Breakout session
ANT203,Enabling AI innovation with Amazon SageMaker Unified Studio,Breakout session
SEC313,Enabling secure AI Agent access with Amazon Bedrock AgentCore Identity,Breakout session
AIM351,End-to-end foundation model lifecycle on AWS Trainium,Breakout session
AIM423,Engineering for 90% accuracy in real-world agentic AI applications,Chalk talk
BIZ305,Enhance customer service efficiency with AI-powered email workflows,Chalk talk
IND410,Enhance GenAI Outcomes in Telecom with Domain Specific Fine-Tuning,Chalk talk
MAM407,Enhance legacy applications with modern gen AI features,Workshop
CNS317,Enhance your Amazon EKS development workflow with MCP,Builders' session
AIM317,Enterprise AI applications with Amazon Nova understanding models,Workshop
AIM329,Evaluating the right model for video intelligence,Workshop
AIM301,Expand Agent Capabilities with AgentCore Gateway and Tools,Workshop
PEX201,"Expanding agentic AI: Accelerate, optimize and scale generative AI",Breakout session
OPN403,Expedite model loading times in Kubernetes using kro & ACK,Chalk talk
IND358,Experience T-Mobile's Digital Commerce in Action,Breakout session
AIM393,Explore AI customization techniques with Amazon Bedrock,Chalk talk
AIM3306,Explore zero-downtime deployment strategies for production LLMs,Chalk talk
IND3323,Fidelity Investments: Text-to-SQL for data analytics at enterprise scale,Lightning talk
STG416,File storage for high-performance workloads,Chalk talk
IND376,Financial services LLMOps: Scaling pilots to production ,Chalk talk
AIM318,Fine-tune Hugging Face LLMs on AWS Trainium with Amazon Sagemaker,Builders' session
IND392,Fine-tuning models for accuracy and latency at Robinhood Markets,Breakout session
AIM268-S,FinOps 3.0: Cost Intelligence for the AI Era (sponsored by DoiT),Breakout session
COP211-S,FinOps+: A New Era of Accelerating Value (sponsored by Kion),Lightning talk
AIM2200-S,Fit for purpose AI-led transformation (sponsored by Tata Consultancy Services),Breakout session
SEC343,Fostering a Resilient Incident Response Culture,Chalk talk
ANT208-S,From Agentic AI Demos to ROI: Path to Production With Confluent + AWS (sponsored by Confluent),Breakout session
AIM225-S,From Alert to Resolution: Supercharge AWS Ops with the Agentic AI SRE (sponsored by NeuBird AI),Lightning talk
ISV314,From Code to Market: Build and Launch AI Agents on AWS Marketplace,Code talk
AIM395,From concept to campaign: Building marketing agents with AgentCore,Breakout session
AIM269-S,From Confidently Wrong to Enterprise-Ready AI (sponsored by PromptQL),Lightning talk
BIZ209-S,From Data Chaos to AI Magic: Supercharging Customer Experience (sponsored by Treasure Data),Lightning talk
SMB204,From Documents to Decisions: Unleashing AI-Powered Business Automation,Lightning talk
DEV334,From Hours to Minutes: Crafting Bite-Sized Video Stories with AWS,Chalk talk
AIM3323,From principles to practice: Scaling AI responsibly with Indeed,Breakout session
IND399,From Print to AI: The Economist's Digital Evolution with AWS Architecture,Lightning talk
AIM373,From prompt to production: On-brand marketing images with Amazon Nova,Breakout session
AIM331,From reflection to action: Agentic AI for mission impact,Chalk talk
IND386,From UX to AX: MCP Servers for AI Shopping Agents,Lightning talk
INV501,Frontier Model Safety in Practice: Amazon Nova Risk Evaluation,Chalk talk
SEC221,Gen AI in Security Assurance and Compliance: From Strategy to Daily Operations,Chalk talk
CMP321,GenAI Storyboarding: From Sketch to 3D Scene with GenAI on AWS,Chalk talk
GHJ201, Generative AI Architecture Rodeo,Gamified learning
CNS344,Generative and Agentic AI on Amazon EKS,Breakout session
AIM226-S,Global infrastructure for foundation model inference (sponsored by Baseten),Lightning talk
BIZ217,Global tourism brand transforms customer service with Amazon Connect,Breakout session
PEX204,Go-to-market in today's political climate: a policy and AWS Marketplace overview,Breakout session
AIM354,"GPU resource optimization on AWS: MIG, KAI, and Run:AI scheduling strategies",Chalk talk
INV502,Graph Computations - Can we have best of two worlds: OLAP and OLTP?,Chalk talk
AIM241-S,Healthcare Transformed: Reimagining the Future with Generative AI (sponsored by PwC),Breakout session
AIM246-S,Hesitate and You’re History: Why You Need Agentic AI Right Now (sponsored by Qlik),Breakout session
AIM332,How Adobe & Salesforce Enable Sustainability initiatives with AWS CCFT,Breakout session
IND381,How Amazon Ads uses AWS to democratize ad creation,Lightning talk
IND3311,How Amazon Game Studios builds a data foundation for AI/ML on AWS,Chalk talk
AIM347-S,How Baker Hughes is Driving Energy Innovation with AWS AI (sponsored by Baker Hughes),Lightning talk
AIM252,How customers build AI at scale with AWS AI infrastructure,Breakout session
IND382,How Nissan Accelerated Software-Defined Vehicle Development with AWS,Lightning talk
DVT319,How Priority Pass migrated their global-scale website,Lightning talk
STG348,How to optimize AWS storage for generative AI and ML workloads,Chalk talk
IND320,How Toyota Built an AI Platform that Revolutionizes the Dealer Experience,Breakout session
SPS321,How Yahoo! Finance built research multi-agent systems with Gen AI,Breakout session
CMP340,HPC at Scale: From Robot Learning to Scientific Insights on AWS,Breakout session
AIM240-S,"Human Agency in AI: Balancing Automation, Oversight, and Innovation (sponsored by Boomi)",Breakout session
NTA318,Iceland.co.uk: Boosting sales with hyper-personalized recommendations ,Breakout session
HMC317,Implement Agentic AI at the edge for industrial automation,Code talk
HMC302,Implementing agentic AI solutions on-premises and at the edge,Workshop
HMC304,Implementing generative and agentic AI in multicloud environments,Chalk talk
HMC312,Implement RAG while meeting data residency requirements,Chalk talk
IND404,Improve Manufacturing Production Planning with Amazon SageMaker,Workshop
AIM313,Improving multimedia analytics with customized Amazon Nova models,Builders' session
AIM320,Inference on AWS Trainium and Amazon EKS using vLLM,Workshop
AIM262-S,Inside Poolside’s Model Factory: Building Better Models Faster (sponsored by poolside),Breakout session
AIM396,Integrate any agent framework with Amazon Bedrock AgentCore,Breakout session
OPN305,Integrated AI Agents & Code Assistants with MCP & AWS,Chalk talk
AIM379,Integrating virtual try-on into your ecommerce platforms,Chalk talk
ISV304,Intelligent Document Processing at Scale Using Bedrock,Chalk talk
AIM275-S,Intelligent Outage Management Using Automated Reasoning and AI (sponsored by PwC),Lightning talk
OPN306,"Inter-Agent Systems with Strands Agents, Amazon Bedrock, MCP, and A2A",Builders' session
CMP326,Java Modernization and Performance Optimization GameDay,Workshop
DAT209-S,Knowledge Graphs for AI and Intelligent Systems (sponsored by Neo4j),Lightning talk
INV506,Known Unknowns: Bayesian Multi-Path Framework for Uncertainty in LLMs,Chalk talk
AIM208-S,Lamborghini’s AI Journey: Data-Driven Innovation with Deloitte & AWS (sponsored by Deloitte),Breakout session
SMB205,Learn how Riskspan is transforming private credit market using GenAI,Lightning talk
IND355,Level Up Your Asset Pipeline: AI-Powered 3D Model Generation at Scale,Builders' session
IND209-S,Leverage Graph Insights to Turbocharge Amazon Q (sponsored by Securiti AI),Lightning talk
AIM378,Leverage your own IP to enhance creative control,Chalk talk
MAM409,"Leveraging MCP Servers for SAP Observability, Security & Integration",Chalk talk
AIM258-S,Live hallucination detection in prod with LaunchDarkly’s AI Configs (sponsored by LaunchDarkly),Breakout session
AIM319,LLMOps with Amazon SageMaker AI: Fine-tune and deploy an LLM for ESG,Builders' session
INV508,LLMs Reflecting on Reasoning: A Probabilistic VC-Theory Approach,Chalk talk
HMC305,Low-latency SLM deployment: Optimizing inference on AWS Hybrid and Edge services,Workshop
IND3305,LSEG: Transforming market intelligence at massive scale,Breakout session
IND205,Making Level 4 Autonomous Networks a reality with British Telecom,Breakout session
AIM272,Master AI model development with Amazon SageMaker AI,Breakout session
AIM321,Mastering agent authentication: Hands-on with AgentCore Identity,Builders' session
AIM3310,Mastering AI agents in enterprises: Best practices with AgentCore,Breakout session
IND356,Mastering data chaos: Enterprise-scale catalogs for financial services,Chalk talk
AIM412,Mastering foundation model customization with Amazon SageMaker AI,Workshop
AIM3321,Mastering LLM inference on Amazon  SageMaker AI,Chalk talk
AIM391,Mastering model choice: The 3-step Amazon Bedrock advantage,Breakout session
AIM356,Master post-training workflows for foundation models on AWS Trainium,Chalk talk
AIM254,Master your AWS carbon impact with the Customer Carbon Footprint Tool,Lightning talk
BIZ307,Maximize AI-powered customer outreach with Amazon Connect,Chalk talk
AIM322,Model governance at scale with SageMaker AI,Workshop
DEV333,Modernize monoliths to microservices with generative AI,Breakout session
BIZ308,Modernize your contact center agent workspace with Amazon Connect,Workshop
NTA311,Modernizing Document Processing,Chalk talk
ANT102-S,Modernizing Wealth Management with Cloud + AI Use Cases (sponsored by Incedo Inc),Lightning talk
COP418,Monitor the quality and accuracy of your generative AI workloads,Code talk
STG312,Moving data to Amazon S3 to enable Amazon Bedrock gen AI workflows,Workshop
IND357,Multi-agent collaboration for optimized advertising performance,Chalk talk
NTA407, Multi-Agent Collaboration with Amazon Bedrock Agentcore for Advanced SecOps,Code talk
SMB308,Multi-Agent Data Pipelines: Shaping the Future of Analytics,Builders' session
AIM413,Multi-agent financial fraud detection with Amazon Nova Models,Workshop
ISV305,Multi-Tenant AI Cost Control,Workshop
INV517,Neurosymbolic AI integration in LLMs to enhance reasoning,Chalk talk
INV509,Neurosymbolic AI: Logic-Enhanced Neural Networks at Amazon Scale,Chalk talk
AIM323,Next-gen AI: Scaling distributed GPU inference with NVIDIA on AWS,Builders' session
AIM108-S,Next-Gen Analytics & AI with SAP Business Data Cloud on AWS (sponsored by SAP),Breakout session
AIM298-S,Next-Generation Data Management — Insights at Scale with Agentic AI in Pharma (sponsored by ZS),Lightning talk
AIM105-S,Next level patient experiences with Amazon Connect powered by Kyndryl (sponsored by Kyndryl),Lightning talk
SMB201,Nextworld Revolutionizes ERP: Supply Chain powered by Sagemaker AutoML,Lightning talk
SPS314,Novartis's next-gen clinical platform enables AI drug development,Breakout session
