code,title,type
AIM268-S,FinOps 3.0: Cost Intelligence for the AI Era (sponsored by DoiT),Breakout session
COP211-S,FinOps+: A New Era of Accelerating Value (sponsored by Kion),Lightning talk
COP204-S,From Backup to Live Data: Protecting and Unleashing Your Cloud Data (sponsored by Eon),Breakout session
HMC203-S,From Ground to Cloud: CAE Innovates with AWS & Red Hat (sponsored by Red Hat),Breakout session
STG204-S,"GenAI, Hold the Waste: How H2O Fixed Its Storage Bottleneck (sponsored by Datafy)",Lightning talk
AIM241-S,Healthcare Transformed: Reimagining the Future with Generative AI (sponsored by PwC),Breakout session
STG336,"High-performance storage for AI/ML, analytics, and HPC workloads",Breakout session
CMP322,How Amazon EC2 improves the customer experience with Live Migration,Chalk talk
COP206-S,How High-Performing Teams Connect Observability to Business Growth (sponsored by Coralogix),Breakout session
IND388,How Netflix Connects Product Experiments to its AWS Bill,Breakout session
IND387,How Netflix Shapes our Fleet for Efficiency and Reliability,Breakout session
AIM238-S,How Samsung Uses AI Agents to Optimize Infrastructure at Scale  (sponsored by Cast AI),Lightning talk
DAT201-S,How SAS and Freshworks Power Real-Time Personalization at Extreme Scale  (sponsored by ScyllaDB),Breakout session
MAM105-S,How Sophos modernizes security data at scale with Cribl and AWS (sponsored by Cribl),Breakout session
IND369,How TE Connectivity Transforms Product Engineering with Agentic AI,Breakout session
STG348,How to optimize AWS storage for generative AI and ML workloads,Chalk talk
CMP206,HPC Made Easy: AWS PCS for AI & Scientific Computing,Workshop
AIM205-S,Human-Centric AI: Avoiding the High Cost of Getting It Wrong in IT (sponsored by NinjaOne),Lightning talk
STG337,Improve self-managed database performance and agility with Amazon FSx,Breakout session
STG210,Indeed's migration to Amazon S3 Tables,Lightning talk
ANT206,Innovations in SQL Analytics: What's new in Amazon Redshift and Amazon Athena,Breakout session
AIM221-S,Inside Alight’s AI-driven Expansion to Cloudera on AWS (sponsored by Cloudera),Breakout session
CMP326,Java Modernization and Performance Optimization GameDay,Workshop
INV506,Known Unknowns: Bayesian Multi-Path Framework for Uncertainty in LLMs,Chalk talk
CMP329,Learnings from developers adopting AWS Graviton at scale,Chalk talk
CMP330,Leverage Auto Scaling to proactively scale and optimize EC2 workloads,Workshop
MAM321,Licensing management and optimization on AWS with generative AI,Chalk talk
NTA408,Logistics Agility: AWS Success Story ,Breakout session
CMP331,Managing Amazon EC2 capacity and availability,Breakout session
AIM272,Master AI model development with Amazon SageMaker AI,Breakout session
AIM3321,Mastering LLM inference on Amazon  SageMaker AI,Chalk talk
STG208,Maximize the value of cold data with Amazon S3 Glacier storage classes,Breakout session
CMP333,Maximizing EC2 Performance: A Hands-on Guide to Instance Optimization,Code talk
PEX304,Migrate and Modernize Legacy Workflows to Intelligent Agents,Breakout session
STG339,Modernize managed file transfer workflows with event-driven SFTP,Breakout session
STG331,Multicloud data movement best practices with AWS DataSync,Chalk talk
ISV305,Multi-Tenant AI Cost Control,Workshop
CNS342,Navigate the cloud compute landscape with Amazon ECS,Breakout session
STG212,New York Times: Best practices for migration to Amazon FSx for ONTAP,Lightning talk
AIM366,Optimize AI infrastructure performance with SageMaker HyperPod,Chalk talk
DEV318,Optimize AWS Costs: Developer Tools and Techniques,Breakout session
ANT331,Optimize Cost and Performance in Amazon OpenSearch Service,Chalk talk
DAT304,Optimize cost & performance in Amazon RDS for SQL Server,Chalk talk
CMP335,Optimize .NET Price-Performance with Graviton using AWS Transform,Workshop
CMP336,Optimize Network and EBS intensive workloads on Amazon EC2 instances,Chalk talk
STG345,Optimize performance and cost for archival data in Amazon S3,Chalk talk
DAT306,Optimize your Amazon Aurora resources to reduce costs,Chalk talk
CNS349,Optimize your Amazon ECS workloads for performance and cost,Chalk talk
CNS377,Optimizing Amazon EKS costs through workload analysis and observability,Chalk talk
ANT319,Optimizing Apache Spark workloads with AWS  Data Processing,Chalk talk
CNS306,Optimizing compute for performance and scale with Amazon ECS,Builders' session
CMP337,Optimizing EC2: Hands-On Strategies for Cost-Effective Performance,Workshop
STG320,Optimizing price performance with enhanced Amazon EBS gp3 volumes,Breakout session
COP338,Optimizing resources at scale with AWS Compute Optimizer,Chalk talk
MAM101-S,Optimizing storage costs for Amazon EVS with FSx for ONTAP (sponsored by NetApp),Breakout session
HMC204-S,"Reinventing the Retail Edge with YUM! Brands, AWS & Spectro Cloud (sponsored by Spectro Cloud)",Lightning talk
CMP339,Resilient and resourceful: Balance compute resiliency and costs,Chalk talk
CNS322,Running compute efficient workloads on Amazon EKS Auto Mode,Workshop
IND379,Run real-time advertising workloads with unmatched cost-performance on AWS,Breakout session
NTA309,Sandbox Magic: No Spells Required,Workshop
CMP341,SAP workloads on memory optimized EC2 instances,Chalk talk
AIM369,Scalable and resilient distributed AI with Ray on SageMaker HyperPod,Chalk talk
CNS414,"Scale, optimize, and upgrade your Kubernetes cluster with Karpenter",Chalk talk
ANT318,Scaling Amazon Redshift with a multi-warehouse architecture,Breakout session
AIM424,Scaling foundation model inference on Amazon SageMaker AI,Breakout session
AIM2201-S,Scaling instantly to 1000 GPUs for Serverless AI inference (sponsored by Modal),Lightning talk
CMP343,Select and launch the right instance for your workload and budget,Chalk talk
CNS364,Serverless cost optimization: More from every invoke,Chalk talk
API318,"Serverless Optimization: Balancing Cost, Throughput & Latency",Chalk talk
API323,Simplifying orchestrations with JSONata and AWS Step Functions,Lightning talk
DAT325,Slash costs & get AI-ready with RDS for SQL Server & Oracle workloads,Breakout session
CMP207,Startup to Scale: Powering Business Growth with Amazon Lightsail,Chalk talk
STG330,Strategies to accelerate petabyte-scale migrations with AWS DataSync,Chalk talk
AIM348-S,Strategy First: Empowering the Business to Lead in the AI Era (sponsored by Starburst),Lightning talk
AIM364,Streamline AI model development lifecycle with Amazon SageMaker AI,Breakout session
ANT320,Strengthening security for Apache Spark workloads,Chalk talk
COP208-S,Supercharge your Karpenter: Tactics for smarter K8s optimization (sponsored by Zesty),Lightning talk
ARC309,The Frugal Architect GameDay: Building cost-aware architectures,Workshop
CMP347,The Frugal Architect in a Chaotic World,Chalk talk
ANT321,Top 10 tips to improve query performance in Amazon Redshift,Chalk talk
AIM212-S,Tracing the Untraceable: Full-Stack Observability for LLMs and Agents (sponsored by groundcover),Lightning talk
AIM365,Train high-performing AI models at scale on AWS,Breakout session
STG318,Transforming AI storage economics with Amazon S3 Vectors,Breakout session
IND210,Transforming Healthcare Payor Operations: AWS-TriZetto Success Story,Lightning talk
AIM368,Unifying AI/ML operations with SageMaker HyperPod and Amazon EKS,Chalk talk
ANT306,Universal connectivity with zero-ETL and AWS Glue,Breakout session
CMP210-S,Unleashing Performance: How Intel Xeon 6 on AWS EC2 Is Redefining Compute & TCO (sponsored by Intel),Breakout session
AIM3320,Unlock carbon & cost insights: Optimize spend and drive sustainability,Workshop
CMP352,Unlock Cost Efficiency with AWS Graviton Savings Dashboard,Lightning talk
ANT313-S,"Unlocking GenAI potential with automated modernization to AWS  (sponsored by Impetus Technologies, Inc.)",Lightning talk
CMP348,Using Amazon Q to Cost Optimize Your Containerized Workloads,Workshop
STG360,Using Amazon S3 Batch Operations to operate on up to billions of objects,Chalk talk
AIM416-S,Utilizing AWS GenAI to deliver enterprise data modernization in CommBank (sponsored by HCLTech),Lightning talk
COP202,What's new in AWS cost Optimization,Breakout session
ANT305,What's new in AWS Data Processing,Breakout session
COP203,What's New with AWS Cost Management,Breakout session
MAM210-S,Why Your Processor Matters for AI Inference and General Compute (sponsored by AMD),Breakout session
